area_type,availability,location,bhk,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Vijayanagar,2,989.0,2.0,0.0,60.0
Super built-up  Area,Ready To Move,Jakkur,2,1300.0,2.0,1.0,85.0
Super built-up  Area,18-Jul,Chandapura,3,1185.0,2.0,2.0,30.22
Super built-up  Area,Ready To Move,Marathahalli,2,1045.0,2.0,3.0,60.0
Super built-up  Area,Ready To Move,Ulsoor,3,1500.0,2.0,2.0,125.0
Super built-up  Area,18-May,Bommanahalli,3,1250.0,2.0,2.0,42.5
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1149.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,2180.0,3.0,2.0,170.0
Super built-up  Area,Ready To Move,Hulimavu,3,1818.0,3.0,1.0,135.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1640.0,3.0,2.0,241.0
Built-up  Area,Ready To Move,Nagarbhavi,3,1350.0,2.0,2.0,54.6
Built-up  Area,Ready To Move,Chandapura,2,630.0,1.0,1.0,27.0
Super built-up  Area,22-Jun,Hoodi,2,1430.0,2.0,2.0,113.0
Super built-up  Area,Ready To Move,Nagavara,3,2430.0,4.0,3.0,180.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1084.0,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Hennur Road,3,1186.0,2.0,1.0,56.0
Built-up  Area,Ready To Move,Kengeri,2,1255.0,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Haralur Road,4,3400.0,5.0,3.0,240.0
Super built-up  Area,18-Dec,Hosa Road,3,1541.0,3.0,1.0,69.84
Super built-up  Area,Ready To Move,Iblur Village,4,3596.0,5.0,1.0,282.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1295.0,2.0,2.0,70.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1370.0,2.0,2.0,54.79
Super built-up  Area,Ready To Move,Electronic City,2,1100.0,2.0,1.0,40.0
Super built-up  Area,18-Apr,Hebbal,4,4772.0,6.0,2.0,510.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2,1370.0,2.0,1.0,170.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1370.0,2.0,1.0,54.79
Super built-up  Area,Ready To Move,JP Nagar,2,1200.0,2.0,2.0,62.0
Plot  Area,Ready To Move,Gunjur,4,2000.0,3.0,0.0,95.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,4,3500.0,4.0,2.0,300.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1220.0,3.0,2.0,62.0
Super built-up  Area,Ready To Move,Somasundara Palya,2,1178.0,2.0,3.0,73.0
Super built-up  Area,Ready To Move,Dasanapura,3,1286.0,3.0,2.0,61.44
Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Jigani,2,918.0,2.0,2.0,55.0
Super built-up  Area,21-Dec,Electronic City,3,1563.0,3.0,2.0,91.84
Super built-up  Area,17-Dec,Hebbal,4,3960.0,5.0,3.0,386.0
Super built-up  Area,Ready To Move,Begur Road,2,1240.0,2.0,2.0,39.06
Super built-up  Area,Ready To Move,Kaggadasapura,2,1325.0,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Sonnenahalli,2,1100.0,2.0,1.0,44.0
Super built-up  Area,Ready To Move,Cunningham Road,3,3875.0,3.0,2.0,800.0
Super built-up  Area,Ready To Move,Hennur Road,5,5600.0,5.0,3.0,515.0
Super built-up  Area,Ready To Move,Somasundara Palya,2,1260.0,2.0,1.0,60.0
Super built-up  Area,19-Dec,Hoodi,3,1553.0,3.0,2.0,83.09
Super built-up  Area,Ready To Move,Whitefield,2,1280.0,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Hebbal,3,1550.0,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,1550.0,3.0,2.0,74.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1515.0,2.0,1.0,80.91
Super built-up  Area,19-Mar,Hosa Road,3,1332.0,2.0,1.0,86.12
Super built-up  Area,Ready To Move,Electronic City,3,1652.0,3.0,2.0,70.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1570.0,3.0,1.0,105.0
Plot  Area,Ready To Move,Sarjapur  Road,4,5400.0,4.0,3.0,725.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1,794.0,1.0,1.0,60.0
Plot  Area,Ready To Move,Seegehalli,3,1200.0,2.0,0.0,62.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,4,3600.0,3.0,2.0,410.0
Plot  Area,Ready To Move,Hosakerehalli,3,1200.0,3.0,2.0,175.0
Super built-up  Area,Ready To Move,HRBR Layout,3,2800.0,3.0,2.0,250.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1750.0,3.0,2.0,110.0
Built-up  Area,Ready To Move,Hebbal,2,1053.0,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,3,1665.0,3.0,3.0,70.0
Plot  Area,Ready To Move,Malleshwaram,4,5500.0,5.0,1.0,1500.0
Built-up  Area,Ready To Move,Bommasandra,3,1447.0,3.0,2.0,80.0
Built-up  Area,Ready To Move,Balagere,2,1012.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Green Glen Layout,4,3250.0,4.0,2.0,230.0
Super built-up  Area,Ready To Move,Hormavu,1,1351.0,2.0,1.0,53.0
Super built-up  Area,Ready To Move,Electronic City,2,1000.0,2.0,2.0,22.0
Super built-up  Area,18-Aug,Gunjur,2,1140.0,2.0,2.0,49.11
Super built-up  Area,22-May,Jakkur,4,3181.0,4.0,0.0,260.5
Built-up  Area,Ready To Move,Uttarahalli,3,1250.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Kanakapura,3,1290.0,3.0,3.0,45.15
Super built-up  Area,Ready To Move,Garudachar Palya,3,1320.0,2.0,2.0,60.6
Built-up  Area,Ready To Move,Akshaya Nagar,3,1662.0,3.0,2.0,85.5
Built-up  Area,Ready To Move,Koramangala,3,1975.0,3.0,2.0,210.0
Super built-up  Area,Ready To Move,Garudachar Palya,3,1295.0,2.0,2.0,59.5
Super built-up  Area,Ready To Move,Battarahalli,3,1777.0,3.0,2.0,100.0
Super built-up  Area,18-Apr,Kadugodi,3,1900.0,3.0,2.0,108.0
Super built-up  Area,17-Jul,Anandapura,3,1576.0,3.0,2.0,59.1
Super built-up  Area,Ready To Move,Sompura,2,1020.0,2.0,3.0,41.0
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,1,648.0,1.0,1.0,31.75
Super built-up  Area,Ready To Move,Neeladri Nagar,3,1167.0,2.0,1.0,38.0
Super built-up  Area,Ready To Move,Hoodi,2,1220.0,2.0,2.0,50.89
Super built-up  Area,Ready To Move,Vittasandra,2,1259.0,2.0,1.0,67.4
Built-up  Area,Ready To Move,Gottigere,4,2000.0,4.0,2.0,82.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1800.0,3.0,1.0,80.0
Super built-up  Area,Ready To Move,Bannerghatta,3,1665.0,3.0,3.0,110.0
Super built-up  Area,Ready To Move,Mysore Road,3,1340.0,2.0,2.0,64.31
Super built-up  Area,Ready To Move,Banashankari,2,1170.0,2.0,2.0,46.79
Built-up  Area,Ready To Move,Electronics City Phase 1,2,995.0,2.0,0.0,46.0
Super built-up  Area,Ready To Move,Old Airport Road,2,1075.0,2.0,2.0,60.0
Super built-up  Area,18-Apr,Electronic City,2,1025.0,2.0,1.0,54.5
Super built-up  Area,Ready To Move,Rachenahalli,3,2721.0,3.0,2.0,113.0
Super built-up  Area,Ready To Move,Thanisandra,3,2000.0,3.0,2.0,99.0
Super built-up  Area,Ready To Move,Whitefield,4,2500.0,4.0,3.0,155.0
Super built-up  Area,Ready To Move,Mallasandra,2,1325.0,2.0,2.0,70.0
Super built-up  Area,18-Apr,Kadugodi,2,1314.0,2.0,3.0,68.2
Super built-up  Area,21-Feb,Kanakpura Road,3,2265.0,3.0,2.0,136.0
Super built-up  Area,21-Dec,Yelahanka,2,1026.0,2.0,1.0,41.0
Super built-up  Area,18-Sep,KR Puram,2,1192.5,2.0,0.0,51.22
Super built-up  Area,18-Dec,Hebbal,2,1420.0,2.0,1.0,99.39
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1888.0,4.0,1.0,95.0
Super built-up  Area,18-May,JP Nagar,2,1300.0,2.0,1.0,90.87
Super built-up  Area,18-May,Rajaji Nagar,2,1216.0,2.0,0.0,97.16
Built-up  Area,Ready To Move,Begur,3,1559.0,3.0,2.0,63.0
Super built-up  Area,Ready To Move,Harlur,2,1290.0,2.0,1.0,87.0
Built-up  Area,18-Jun,Whitefield,1,905.0,1.0,1.0,55.0
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,2,829.0,2.0,1.0,22.8
Built-up  Area,Ready To Move,Koramangala,2,1900.0,2.0,1.0,200.0
Built-up  Area,Ready To Move,Sarjapur  Road,3,1300.0,3.0,2.0,60.0
Super built-up  Area,Ready To Move,Channasandra,2,1115.0,2.0,1.0,33.45
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2409.0,3.0,2.0,360.0
Super built-up  Area,19-Mar,Marathahalli,3,1305.0,2.0,1.0,69.0
Super built-up  Area,20-Dec,Kanakpura Road,2,1252.0,2.0,1.0,56.32
Plot  Area,Ready To Move,Hosakerehalli,5,2400.0,5.0,2.0,250.0
Plot  Area,18-Sep,Whitefield,2,1200.0,2.0,1.0,46.13
Built-up  Area,Ready To Move,Koramangala,3,1750.0,3.0,1.0,130.0
Super built-up  Area,Ready To Move,Subramanyapura,2,1313.0,2.0,2.0,66.5
Plot  Area,Ready To Move,Attibele,4,3640.0,4.0,1.0,275.0
Super built-up  Area,Ready To Move,Subramanyapura,3,1255.0,2.0,2.0,79.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3,1700.0,3.0,2.0,90.0
Carpet  Area,Ready To Move,Indira Nagar,3,1875.0,3.0,1.0,180.0
Carpet  Area,Ready To Move,Uttarahalli,3,1700.0,3.0,2.0,88.0
Super built-up  Area,Ready To Move,Harlur,3,1749.0,3.0,2.0,115.0
Plot  Area,Ready To Move,Dasanapura,2,1500.0,3.0,1.0,65.0
Built-up  Area,Ready To Move,Akshaya Nagar,2,1280.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3,1610.0,2.0,2.0,115.0
Super built-up  Area,Ready To Move,Electronic City,2,1070.0,2.0,1.0,46.0
Plot  Area,Ready To Move,TC Palaya,2,1200.0,2.0,0.0,66.0
Super built-up  Area,19-Dec,9th Phase JP Nagar,2,1127.0,2.0,1.0,50.0
Built-up  Area,Ready To Move,Indira Nagar,2,1210.0,2.0,1.0,102.0
Super built-up  Area,Ready To Move,Whitefield,4,2268.0,3.0,0.0,146.0
Built-up  Area,Ready To Move,Magadi Road,2,1345.0,2.0,2.0,55.0
Built-up  Area,Ready To Move,Kengeri,2,750.0,2.0,1.0,36.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,1247.0,2.0,1.0,59.8
Super built-up  Area,Ready To Move,Kaggalipura,2,950.0,2.0,1.0,48.0
Super built-up  Area,21-Jun,Vijayanagar,3,1520.0,2.0,1.0,103.0
Super built-up  Area,Ready To Move,Hennur Road,3,2350.0,3.0,2.0,174.0
Super built-up  Area,Ready To Move,Thanisandra,2,1050.0,2.0,2.0,46.0
Plot  Area,Ready To Move,Laggere,5,2800.0,5.0,2.0,125.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,4,2700.0,4.0,2.0,130.0
Super built-up  Area,18-May,Bommasandra,2,920.0,2.0,1.0,37.46
Plot  Area,18-Feb,Sarjapur  Road,3,1200.0,3.0,2.0,70.0
Super built-up  Area,18-Mar,Hosakerehalli,3,1817.0,4.0,2.0,153.0
Super built-up  Area,Ready To Move,Haralur Road,2,1464.0,2.0,2.0,56.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1555.0,2.0,1.0,82.0
Built-up  Area,Ready To Move,Whitefield,2,1150.0,2.0,0.0,55.0
Super built-up  Area,18-May,Banashankari,4,2500.0,4.0,3.0,95.0
Plot  Area,Ready To Move,Konanakunte,3,2779.0,3.0,1.0,317.0
Super built-up  Area,Ready To Move,Electronic City,3,1350.0,3.0,2.0,58.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,1495.0,2.0,2.0,75.0
Built-up  Area,Ready To Move,Indira Nagar,2,1224.0,2.0,2.0,105.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3,1350.0,2.0,2.0,68.0
Built-up  Area,Ready To Move,Green Glen Layout,2,940.0,2.0,1.0,56.8
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1100.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Kaikondrahalli,2,1300.0,2.0,2.0,61.0
Super built-up  Area,Ready To Move,Hoodi,2,1105.0,2.0,2.0,46.37
Plot  Area,17-Jun,Sarjapur  Road,3,2600.0,3.0,2.0,200.0
Super built-up  Area,21-Mar,Yelahanka,3,1517.0,3.0,2.0,76.3
Built-up  Area,Ready To Move,Horamavu Banaswadi,6,3800.0,8.0,0.0,200.0
Super built-up  Area,Ready To Move,Jalahalli,3,1615.0,3.0,2.0,89.75
Super built-up  Area,Ready To Move,Mysore Road,3,1082.0,3.0,1.0,50.5
Super built-up  Area,Ready To Move,Marathahalli,2,1365.0,2.0,2.0,73.0
Super built-up  Area,Ready To Move,Electronic City,2,1000.0,2.0,3.0,25.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2,1392.0,2.0,1.0,98.0
Super built-up  Area,Ready To Move,Hennur Road,3,1586.0,3.0,3.0,93.94
Built-up  Area,Ready To Move,Hennur,2,1100.0,2.0,1.0,60.0
Super built-up  Area,18-May,Electronic City Phase II,2,1065.0,2.0,1.0,30.75
Plot  Area,Ready To Move,TC Palaya,3,1500.0,2.0,1.0,120.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1575.0,2.0,2.0,120.0
Super built-up  Area,Ready To Move,Hennur Road,3,1975.0,3.0,3.0,123.0
Super built-up  Area,Ready To Move,Gubbalala,3,1745.0,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Nagarbhavi,2,1223.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Ananth Nagar,3,1200.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2,1200.0,2.0,0.0,90.0
Super built-up  Area,19-Dec,Binny Pete,1,665.0,1.0,1.0,46.08
Super built-up  Area,Ready To Move,Bharathi Nagar,2,1351.0,2.0,2.0,70.0
Super built-up  Area,18-Dec,Hebbal,3,1355.0,3.0,1.0,83.87
Super built-up  Area,18-Nov,Thanisandra,3,1588.0,3.0,1.0,75.55
Carpet  Area,Ready To Move,Amruthahalli,2,900.0,2.0,1.0,60.0
Built-up  Area,18-Feb,Harlur,4,3385.0,4.0,2.0,260.0
Super built-up  Area,Ready To Move,Panathur,3,1370.0,2.0,2.0,75.0
Plot  Area,18-Dec,Whitefield,3,1500.0,3.0,1.0,71.8
Built-up  Area,Ready To Move,Hoodi,2,1247.0,2.0,0.0,53.0
Super built-up  Area,18-Jul,Balagere,2,1020.07,2.0,1.0,68.38
Super built-up  Area,19-Dec,Gunjur Palya,3,1033.0,2.0,2.0,32.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,2.0,52.8
Super built-up  Area,Ready To Move,Sarjapur  Road,5,5965.0,5.0,2.0,385.0
Super built-up  Area,Ready To Move,Babusapalaya,2,1141.0,2.0,1.0,46.0
Super built-up  Area,Ready To Move,Yelahanka,4,2912.5,6.0,0.0,125.5
Plot  Area,Ready To Move,Doddaballapur,4,4200.0,4.0,3.0,325.0
Super built-up  Area,18-Jul,Hosa Road,3,1665.0,2.0,3.0,125.0
Super built-up  Area,18-Dec,Kanakapura,2,1295.0,2.0,2.0,64.0
Super built-up  Area,18-Aug,Haralur Road,2,1230.0,2.0,1.0,78.0
Super built-up  Area,Ready To Move,Kaggalipura,2,1000.0,2.0,1.0,60.0
Super built-up  Area,19-Dec,Whitefield,1,630.5,1.0,0.0,32.79
Super built-up  Area,18-May,Rayasandra,3,1708.0,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Thanisandra,3,1697.0,3.0,2.0,115.0
Super built-up  Area,Ready To Move,Whitefield,4,3537.0,5.0,3.0,210.0
Super built-up  Area,19-Mar,Hosa Road,1,615.0,1.0,1.0,28.29
Built-up  Area,Ready To Move,Banashankari,3,1350.0,2.0,0.0,83.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1530.0,2.0,2.0,66.4
Super built-up  Area,19-Dec,Jalahalli,2,1083.0,2.0,1.0,32.49
Super built-up  Area,Ready To Move,Gottigere,3,1460.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Babusapalaya,2,1084.0,2.0,1.0,58.0
Super built-up  Area,18-May,Bommasandra,2,1035.0,2.0,1.0,41.43
Super built-up  Area,Ready To Move,Hosur Road,1,460.0,1.0,1.0,21.0
Super built-up  Area,Ready To Move,Whitefield,2,1285.0,2.0,2.0,55.9
Plot  Area,Ready To Move,Sarjapur,3,1200.0,3.0,2.0,78.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1801.0,3.0,2.0,140.0
Super built-up  Area,18-Dec,Whitefield,3,1697.0,3.0,2.0,115.0
Super built-up  Area,Ready To Move,AECS Layout,2,1199.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Mysore Road,3,1340.0,2.0,3.0,64.31
Super built-up  Area,Ready To Move,Marathahalli,4,3800.0,4.0,3.0,205.0
Plot  Area,Ready To Move,Anandapura,2,1200.0,2.0,1.0,67.0
Built-up  Area,Ready To Move,Subramanyapura,2,1050.0,2.0,3.0,41.0
Built-up  Area,Ready To Move,Nagarbhavi,2,956.0,2.0,1.0,49.0
Super built-up  Area,Ready To Move,Sarjapur,2,1000.0,2.0,2.0,30.0
Super built-up  Area,19-Jul,Kanakpura Road,2,1296.0,2.0,3.0,89.06
Super built-up  Area,Ready To Move,Electronic City Phase II,2,1219.0,2.0,1.0,61.25
Built-up  Area,Ready To Move,Uttarahalli,3,1200.0,3.0,1.0,50.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1218.0,2.0,1.0,73.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,2559.0,3.0,2.0,141.0
Super built-up  Area,18-Feb,Bannerghatta Road,3,1427.0,2.0,2.0,48.51
Super built-up  Area,18-Apr,Kothannur,3,1270.0,3.0,2.0,45.0
Built-up  Area,Ready To Move,Ramagondanahalli,2,920.0,2.0,3.0,65.0
Built-up  Area,Ready To Move,Dommasandra,4,2700.0,3.0,2.0,68.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3,1355.0,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1530.0,2.0,2.0,90.0
Super built-up  Area,Ready To Move,Nehru Nagar,4,2363.0,5.0,2.0,120.0
Super built-up  Area,Ready To Move,Marathahalli,4,3895.0,4.0,3.0,220.0
Super built-up  Area,20-Jun,Jakkur,3,1950.0,3.0,2.0,131.0
Built-up  Area,Ready To Move,Yelahanka,2,600.0,2.0,2.0,27.0
Plot  Area,Ready To Move,Vijayanagar,2,1380.0,2.0,0.0,225.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,1339.0,2.0,2.0,62.0
Super built-up  Area,Ready To Move,Whitefield,2,1130.0,2.0,1.0,36.0
Built-up  Area,Ready To Move,Uttarahalli,2,1085.0,2.0,2.0,43.0
Built-up  Area,Ready To Move,Yeshwanthpur,3,1430.0,3.0,2.0,72.0
Carpet  Area,18-Dec,Bhoganhalli,4,1451.5,4.0,1.0,121.0
Super built-up  Area,Ready To Move,Bellandur,2,1286.0,2.0,2.0,57.0
Super built-up  Area,Ready To Move,Bellandur,4,3016.0,4.0,3.0,230.0
Built-up  Area,Ready To Move,Haralur Road,2,1000.0,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Whitefield,2,1215.0,2.0,2.0,39.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1336.0,2.0,2.0,100.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1,673.0,1.0,1.0,36.85
Plot  Area,Ready To Move,Anandapura,2,1200.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Malleshwaram,3,1600.0,3.0,3.0,160.0
Plot  Area,Ready To Move,Indira Nagar,6,2480.0,4.0,1.0,750.0
Plot  Area,Ready To Move,Devanahalli,5,2400.0,5.0,3.0,100.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1143.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Kanakpura Road,2,1470.0,2.0,2.0,61.74
Super built-up  Area,Ready To Move,Marathahalli,3,1785.0,3.0,2.0,94.0
Super built-up  Area,Ready To Move,Koramangala,3,2292.0,3.0,2.0,286.0
Super built-up  Area,Ready To Move,Kothanur,3,1460.0,3.0,3.0,71.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3,1500.0,2.0,3.0,80.0
Built-up  Area,Ready To Move,Sanjay nagar,5,3300.0,3.0,2.0,250.0
Super built-up  Area,Ready To Move,Chikkalasandra,2,1230.0,2.0,2.0,48.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1,650.0,1.0,1.0,20.0
Super built-up  Area,Ready To Move,Benson Town,2,1480.0,2.0,2.0,120.0
Super built-up  Area,Ready To Move,Thanisandra,2,1220.0,2.0,1.0,43.92
Super built-up  Area,Ready To Move,Mallasandra,3,1665.0,3.0,2.0,86.91
Plot  Area,Ready To Move,Ramamurthy Nagar,2,1100.0,2.0,0.0,68.0
Super built-up  Area,Ready To Move,Kathriguppe,3,1350.0,2.0,1.0,87.01
Built-up  Area,Ready To Move,Kasavanhalli,3,1719.0,3.0,2.0,116.0
Super built-up  Area,Ready To Move,Budigere,1,664.0,1.0,1.0,35.0
Super built-up  Area,18-Dec,Sonnenahalli,2,1011.0,2.0,1.0,50.53
Super built-up  Area,Ready To Move,Yeshwanthpur,2,717.0,2.0,0.0,49.475
Super built-up  Area,Ready To Move,Whitefield,3,1520.0,2.0,2.0,150.0
Carpet  Area,Ready To Move,Uttarahalli,3,1350.0,2.0,2.0,53.0
Super built-up  Area,15-Nov,Kothanur,3,1760.0,3.0,2.0,150.0
Super built-up  Area,Ready To Move,Somasundara Palya,2,1174.0,2.0,3.0,74.0
Built-up  Area,Ready To Move,Munnekollal,3,1560.0,3.0,3.0,75.0
Plot  Area,Ready To Move,Kanakpura Road,3,2200.0,3.0,2.0,130.0
Built-up  Area,Ready To Move,Shivaji Nagar,2,850.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3,2024.0,3.0,2.0,157.0
Super built-up  Area,Ready To Move,Kodihalli,3,2408.0,4.0,2.0,260.0
Super built-up  Area,Ready To Move,Indira Nagar,3,2070.0,3.0,2.0,225.0
Built-up  Area,18-Dec,Electronic City,2,1020.0,2.0,1.0,29.46
Super built-up  Area,Ready To Move,Begur Road,3,1500.0,2.0,3.0,55.0
Plot  Area,Ready To Move,Kodichikkanahalli,4,3250.0,4.0,1.0,180.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1175.0,2.0,1.0,47.0
Super built-up  Area,Ready To Move,Channasandra,2,1030.0,2.0,1.0,34.5
Super built-up  Area,18-Jul,Hebbal,2,1440.0,2.0,1.0,115.0
Built-up  Area,Ready To Move,Hoodi,2,1500.0,2.0,1.0,84.0
Plot  Area,Ready To Move,Thanisandra,1,1380.0,1.0,1.0,62.1
Super built-up  Area,Ready To Move,Harlur,3,2240.0,5.0,2.0,155.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1584.01,3.0,1.0,103.0
Super built-up  Area,Ready To Move,R.T. Nagar,2,1200.0,2.0,3.0,45.0
Super built-up  Area,18-Nov,Sarjapur  Road,1,685.0,1.0,1.0,40.0
Super built-up  Area,Ready To Move,Kalkere,2,925.0,2.0,3.0,42.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1125.0,2.0,1.0,52.0
Super built-up  Area,Ready To Move,Hebbal,2,1100.0,2.0,1.0,54.0
Plot  Area,18-Aug,Jigani,3,2400.0,3.0,2.0,149.0
Super built-up  Area,18-Jul,Electronic City Phase II,3,1400.0,2.0,2.0,41.58
Super built-up  Area,Ready To Move,Jakkur,3,1858.0,3.0,1.0,98.3
Built-up  Area,Ready To Move,Ambedkar Nagar,4,3530.0,4.0,2.0,290.0
Super built-up  Area,Ready To Move,HSR Layout,2,1185.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Hennur,2,1255.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Rajaji Nagar,4,3436.0,6.0,3.0,475.0
Built-up  Area,Ready To Move,Kudlu Gate,3,1335.0,3.0,2.0,89.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3,1999.0,3.0,2.0,132.0
Super built-up  Area,Ready To Move,Kundalahalli,3,1397.0,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Cooke Town,4,3950.0,4.0,2.0,450.0
Plot  Area,Ready To Move,Yelahanka New Town,2,1200.0,2.0,1.0,130.0
Plot  Area,Ready To Move,Chikka Tirupathi,3,1616.0,3.0,0.0,95.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1140.0,2.0,2.0,38.55
Super built-up  Area,21-Jan,Kanakpura Road,1,525.0,1.0,1.0,30.0
Plot  Area,Ready To Move,Varthur,3,1200.0,2.0,1.0,98.0
Super built-up  Area,18-Jul,Balagere,2,1205.47,2.0,1.0,81.0
Super built-up  Area,Ready To Move,Electronic City,3,1700.0,3.0,2.0,75.0
Super built-up  Area,21-May,Kanakpura Road,2,1090.0,2.0,1.0,54.54
Super built-up  Area,Ready To Move,Yeshwanthpur,4,3600.0,5.0,2.0,220.0
Super built-up  Area,19-Mar,Thanisandra,1,923.0,1.0,1.0,60.84
Super built-up  Area,Ready To Move,Green Glen Layout,2,1050.0,2.0,2.0,48.0
Super built-up  Area,Ready To Move,Whitefield,2,1495.0,2.0,2.0,79.5
Super built-up  Area,19-Mar,Hennur Road,3,1664.0,2.0,2.0,93.865
Built-up  Area,Ready To Move,Narayanapura,3,1485.0,3.0,2.0,85.0
Super built-up  Area,19-Dec,Dommasandra,3,1033.0,2.0,2.0,31.5
Super built-up  Area,Ready To Move,Electronic City,3,1400.0,2.0,1.0,48.0
Built-up  Area,Ready To Move,Indira Nagar,1,500.0,1.0,0.0,70.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,944.0,2.0,1.0,35.0
Built-up  Area,Ready To Move,Whitefield,5,3250.0,5.0,0.0,290.0
Super built-up  Area,19-Mar,Whitefield,2,1216.0,2.0,1.0,66.48
Super built-up  Area,Ready To Move,Thanisandra,3,1743.0,3.0,2.0,93.25
Super built-up  Area,Ready To Move,Yelahanka,2,1274.0,2.0,2.0,48.42
Super built-up  Area,Ready To Move,Mysore Road,3,1512.0,2.0,2.0,110.0
Super built-up  Area,Ready To Move,Cox Town,3,1650.0,3.0,3.0,100.0
Built-up  Area,Ready To Move,Doddathoguru,3,1875.0,3.0,1.0,55.0
Built-up  Area,Ready To Move,Whitefield,3,1350.0,3.0,2.0,54.0
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3,2400.0,3.0,3.0,85.0
Super built-up  Area,Ready To Move,Hormavu,2,1141.0,2.0,1.0,44.4
Super built-up  Area,Ready To Move,Anandapura,2,1151.0,2.0,1.0,43.1
Super built-up  Area,Ready To Move,Sarjapur  Road,2,915.0,2.0,1.0,38.0
Super built-up  Area,22-Dec,Bannerghatta Road,2,1115.0,2.0,1.0,65.12
