area_type,availability,location,bhk,total_sqft,bath,balcony,price_per_sqft,price
Super built-up  Area,18-Jul,Banashankari,3,2600.0,4.0,1.0,5192.307692307692,135.0
Super built-up  Area,Ready To Move,Sarakki Nagar,3,2500.0,4.0,2.0,13000.0,325.0
Built-up  Area,Ready To Move,Sanjay nagar,2,630.0,1.0,1.0,5555.555555555556,35.0
Super built-up  Area,Ready To Move,Hosa Road,2,1243.0,2.0,2.0,3901.850362027353,48.5
Built-up  Area,Ready To Move,Soundarya Layout,2,960.0,2.0,2.0,3333.3333333333335,32.0
Super built-up  Area,Ready To Move,"Banashankari 6th Stage ,Subramanyapura",3,1690.0,3.0,2.0,5917.15976331361,100.0
Built-up  Area,Ready To Move,Whitefield,2,735.0,2.0,1.0,4761.9047619047615,35.0
Super built-up  Area,Ready To Move,Banaswadi,2,1365.0,2.0,2.0,5347.985347985348,73.0
Super built-up  Area,Ready To Move,Rajaji Nagar,5,2849.0,5.0,0.0,10530.01053001053,300.0
Super built-up  Area,Ready To Move,Hebbal,2,1420.0,2.0,1.0,6999.295774647887,99.39
Super built-up  Area,Ready To Move,Somasundara Palya,3,1570.0,3.0,3.0,4331.210191082802,68.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2,850.0,1.0,1.0,3764.705882352941,32.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1575.0,2.0,2.0,6984.126984126984,110.0
Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,2.0,7334.273624823695,104.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1050.0,2.0,1.0,4000.0,42.0
Super built-up  Area,Ready To Move,Hennur Road,2,1065.0,2.0,1.0,4000.0,42.6
Built-up  Area,Ready To Move,Ulsoor,3,1340.0,3.0,0.0,6716.417910447762,90.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3,1610.0,3.0,2.0,5714.285714285715,92.0
Built-up  Area,18-Aug,Electronic City Phase II,2,1160.0,2.0,1.0,2887.9310344827586,33.5
Super built-up  Area,Ready To Move,Kudlu,2,1092.0,2.0,2.0,4029.3040293040294,44.0
Super built-up  Area,Ready To Move,Yelahanka,3,1455.0,3.0,1.0,4226.80412371134,61.5
Super built-up  Area,18-Jun,Abbigere,1,734.0,1.0,0.0,2700.272479564033,19.82
Built-up  Area,Ready To Move,Samethanahalli,2,799.0,2.0,1.0,4755.944931163955,38.0
Built-up  Area,Ready To Move,Whitefield,3,1896.0,3.0,1.0,3955.6962025316457,75.0
Super built-up  Area,Ready To Move,Ardendale,2,1100.0,2.0,1.0,4363.636363636364,48.0
Built-up  Area,Ready To Move,Bellandur,2,1350.0,2.0,1.0,5851.851851851852,79.0
Super built-up  Area,Ready To Move,Amarjyothi Colony,3,1355.0,3.0,1.0,4501.845018450184,61.0
Plot  Area,Ready To Move,Pattanagere,2,1350.0,2.0,0.0,6666.666666666667,90.0
Super built-up  Area,Ready To Move,Cunningham Road,3,3875.0,3.0,2.0,22296.774193548386,864.0
Super built-up  Area,Ready To Move,Kasavanhalli,3,1493.0,3.0,2.0,5492.297387809779,82.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,1098.0,2.0,1.0,3999.089253187614,43.91
Super built-up  Area,Ready To Move,Banashankari,3,1900.0,2.0,1.0,8947.368421052632,170.0
Super built-up  Area,Ready To Move,Dollars Layout,3,1460.0,3.0,2.0,6027.397260273972,88.0
Super built-up  Area,Ready To Move,Frazer Town,3,2350.0,4.0,3.0,12127.659574468085,285.0
Plot  Area,Ready To Move,Horamavu Banaswadi,5,1600.0,5.0,3.0,8750.0,140.0
Super built-up  Area,Ready To Move,Varthur,2,1091.0,2.0,1.0,2933.0889092575617,32.0
Super built-up  Area,Ready To Move,Yelahanka,2,1180.0,2.0,3.0,3559.322033898305,42.0
Super built-up  Area,19-Dec,Kanakpura Road,2,1366.0,3.0,1.0,5625.915080527086,76.85
Super built-up  Area,Ready To Move,RMV Extension,3,1685.0,3.0,2.0,5637.982195845697,95.0
Built-up  Area,Ready To Move,Koramangala,2,1260.0,2.0,3.0,7936.507936507936,100.0
Plot  Area,Ready To Move,Whitefield,3,3010.0,3.0,2.0,6644.518272425249,200.0
Plot  Area,Ready To Move,Ramamurthy Nagar,3,1330.0,4.0,1.0,10526.315789473685,140.0
Plot  Area,Ready To Move,Mallasandra,2,1200.0,2.0,0.0,10833.333333333334,130.0
Super built-up  Area,18-Apr,Whitefield,2,1346.0,2.0,1.0,7144.873699851411,96.17
Super built-up  Area,18-Aug,Chandapura,1,630.0,1.0,0.0,2200.0,13.86
Super built-up  Area,19-May,Sarjapur  Road,3,1476.0,2.0,2.0,6703.252032520325,98.94
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1850.0,3.0,2.0,7567.5675675675675,140.0
Plot  Area,Ready To Move,Frazer Town,5,2350.0,2.0,0.0,18000.0,423.0
Super built-up  Area,Ready To Move,Electronic City,2,755.0,1.0,1.0,4503.311258278146,34.0
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,5,800.0,5.0,2.0,12250.0,98.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2,1194.0,2.0,2.0,3852.5963149078725,46.0
Super built-up  Area,18-Feb,Whitefield,3,3850.0,5.0,2.0,8207.792207792209,316.0
Super built-up  Area,18-Jul,Hebbal,4,4235.0,4.0,2.0,8618.654073199528,365.0
Plot  Area,18-Apr,Kurubarahalli,1,800.0,1.0,0.0,6500.0,52.0
Super built-up  Area,Ready To Move,Rachenahalli,3,2250.0,3.0,1.0,8666.666666666666,195.0
Super built-up  Area,Ready To Move,Vijayanagar,2,1352.0,2.0,2.0,5029.585798816568,68.0
Super built-up  Area,Ready To Move,Thanisandra,3,2002.0,3.0,2.0,5594.4055944055945,112.0
Plot  Area,Ready To Move,Bileshivale,4,4000.0,5.0,1.0,7000.0,280.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2,1060.0,2.0,2.0,4245.2830188679245,45.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1419.59,2.0,1.0,4156.129586711656,59.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,4276.755852842809,51.15
Built-up  Area,18-Dec,Electronic City,3,1220.0,2.0,2.0,2888.5245901639346,35.24
Super built-up  Area,18-Apr,Electronics City Phase 1,3,1595.0,3.0,2.0,4702.194357366771,75.0
Super built-up  Area,Ready To Move,Banashankari,2,1260.0,2.0,3.0,5952.380952380952,75.0
Super built-up  Area,Ready To Move,Hebbal,2,1100.0,2.0,2.0,4272.727272727273,47.0
Super built-up  Area,Ready To Move,Frazer Town,2,1550.0,2.0,2.0,9032.258064516129,140.0
Super built-up  Area,Ready To Move,ISRO Layout,2,1180.0,2.0,3.0,4406.779661016949,52.0
Plot  Area,18-Dec,Electronic City,4,4000.0,5.0,1.0,3750.0,150.0
Built-up  Area,Ready To Move,Akshaya Nagar,3,1662.0,3.0,2.0,5114.320096269555,85.0
Plot  Area,Ready To Move,Akshaya Nagar,4,1080.0,4.0,1.0,6944.444444444444,75.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1862.0,3.0,2.0,6390.977443609023,119.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1419.0,2.0,2.0,3382.663847780127,48.0
Built-up  Area,14-Nov,Whitefield,3,1410.0,3.0,2.0,3100.0,43.71
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1560.0,2.0,2.0,4000.0,62.4
Plot  Area,Ready To Move,Chikkabettahalli,5,1100.0,4.0,3.0,13636.363636363636,150.0
Super built-up  Area,19-Nov,Thanisandra,3,1634.0,3.0,3.0,4773.561811505508,78.0
Plot  Area,Ready To Move,Ambedkar Nagar,5,5530.0,5.0,3.0,11338.155515370705,627.0
Built-up  Area,Ready To Move,Whitefield,3,1150.0,2.0,3.0,3826.086956521739,44.0
Super built-up  Area,18-May,Ashirvad Colony,2,1100.0,2.0,2.0,4818.181818181818,53.0
Super built-up  Area,19-Mar,Yelahanka,3,1616.0,3.0,1.0,4022.2772277227723,65.0
Super built-up  Area,17-Dec,Nagavarapalya,2,1392.0,2.0,1.0,7112.068965517241,99.0
Super built-up  Area,19-Dec,Jakkur,3,1798.0,3.0,1.0,6674.082313681869,120.0
Super built-up  Area,Ready To Move,Babusapalaya,3,1675.0,3.0,3.0,4477.611940298508,75.0
Plot  Area,Ready To Move,Bhuvaneswari Nagar,2,792.0,2.0,1.0,8838.38383838384,70.0
Super built-up  Area,Ready To Move,Varanasi,5,2000.0,4.0,1.0,5150.0,103.0
Built-up  Area,Ready To Move,Hongasandra,7,600.0,7.0,3.0,14833.333333333334,89.0
Super built-up  Area,19-Jun,Hebbal,3,1700.0,3.0,2.0,7294.117647058823,124.0
Super built-up  Area,Ready To Move,Hulimavu,2,1248.0,2.0,1.0,5528.846153846154,69.0
Built-up  Area,Ready To Move,Kalkere,2,1147.0,2.0,1.0,4707.933740191805,54.0
Super built-up  Area,Ready To Move,Sultan Palaya,2,1100.0,2.0,2.0,3636.3636363636365,40.0
Super built-up  Area,Ready To Move,Vijayanagar,3,1527.0,3.0,2.0,7531.106745252128,115.0
Plot  Area,Ready To Move,Shantiniketan Layout,5,2400.0,5.0,2.0,9791.666666666666,235.0
Super built-up  Area,21-Dec,Kanakpura Road,1,525.0,1.0,1.0,4761.9047619047615,25.0
Super built-up  Area,Ready To Move,Kaggadasapura,2,1100.0,2.0,3.0,5272.727272727273,58.0
Super built-up  Area,17-Dec,Seegehalli,2,1118.0,2.0,2.0,3354.2039355992843,37.5
Super built-up  Area,20-Dec,Kanakapura,3,1476.0,3.0,1.0,5081.30081300813,75.0
Built-up  Area,Ready To Move,Gopal Reddy Layout,3,2100.0,3.0,1.0,3571.4285714285716,75.0
Super built-up  Area,18-Apr,Roopena Agrahara,3,1215.0,2.0,2.0,3827.1604938271603,46.5
Super built-up  Area,Ready To Move,Ambalipura,2,1332.0,2.0,1.0,5930.930930930931,79.0
Super built-up  Area,Ready To Move,Hennur Road,2,1350.0,2.0,3.0,3629.6296296296296,49.0
Plot  Area,Ready To Move,Kothannur,4,600.0,4.0,1.0,13500.0,81.0
Super built-up  Area,Ready To Move,NGR Layout,2,1105.0,2.0,2.0,4500.4524886877825,49.73
Plot  Area,Ready To Move,Padmanabhanagar,3,1500.0,2.0,1.0,13333.333333333334,200.0
Super built-up  Area,Ready To Move,Kasavanhalli,2,1200.0,2.0,2.0,4166.666666666667,50.0
Super built-up  Area,18-Jun,Ramagondanahalli,2,1251.0,2.0,1.0,3788.968824940048,47.4
Super built-up  Area,Ready To Move,Pai Layout,3,1400.0,2.0,3.0,4785.714285714285,67.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1800.0,3.0,3.0,14444.444444444445,260.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1703.0,3.0,2.0,6635.3493834409865,113.0
Super built-up  Area,Ready To Move,NRI Layout,5,2500.0,5.0,3.0,5200.0,130.0
Super built-up  Area,Ready To Move,Varthur,3,1250.0,3.0,2.0,5680.0,71.0
Super built-up  Area,Ready To Move,Jigani,2,933.0,2.0,2.0,4608.788853161844,43.0
Plot  Area,Ready To Move,sankeswari,1,461.82,1.0,1.0,6864.146204148803,31.7
Super built-up  Area,Ready To Move,Brookefield,2,1262.0,2.0,1.0,5942.947702060222,75.0
Super built-up  Area,Ready To Move,Yelahanka,2,915.0,2.0,2.0,5245.901639344263,48.0
Super built-up  Area,Ready To Move,Panathur,3,1370.0,2.0,2.0,4489.051094890511,61.5
Super built-up  Area,Ready To Move,Malleshpalya,2,1210.0,2.0,3.0,4545.454545454545,55.0
Super built-up  Area,Ready To Move,Kodihalli,3,2392.0,4.0,2.0,10869.565217391304,260.0
Plot  Area,18-Feb,T c palya,3,1500.0,2.0,0.0,5666.666666666667,85.0
Super built-up  Area,Ready To Move,Govindraja Nagar,2,1065.0,2.0,3.0,4694.835680751174,50.0
Super built-up  Area,Ready To Move,Rajaji Nagar,4,3100.0,4.0,2.0,18387.09677419355,570.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3,1515.0,3.0,3.0,4290.42904290429,65.0
Plot  Area,19-Dec,Sarjapura - Attibele Road,4,1800.0,4.0,2.0,6111.111111111111,110.0
Super built-up  Area,Ready To Move,Thanisandra,3,1445.0,2.0,3.0,2789.61937716263,40.31
Super built-up  Area,Ready To Move,Uttarahalli,3,1300.0,2.0,1.0,4230.7692307692305,55.0
Built-up  Area,Ready To Move,Vijayanagar,2,989.0,2.0,0.0,6066.734074823054,60.0
Super built-up  Area,Ready To Move,Jakkur,2,1300.0,2.0,1.0,6538.461538461538,85.0
Super built-up  Area,18-Jul,Chandapura,3,1185.0,2.0,2.0,2550.2109704641352,30.22
Plot  Area,Ready To Move,Battarahalli,5,1350.0,3.0,1.0,8148.148148148148,110.0
Super built-up  Area,Ready To Move,Marathahalli,2,1045.0,2.0,3.0,5741.626794258374,60.0
Super built-up  Area,18-Feb,Virat Nagar,2,1205.0,2.0,2.0,3500.414937759336,42.18
Super built-up  Area,Ready To Move,Chennammanakere Achukattu,2,1260.0,2.0,1.0,5952.380952380952,75.0
Plot  Area,Ready To Move,Devanahalli Road,5,1320.0,5.0,2.0,15075.757575757576,199.0
Super built-up  Area,Ready To Move,Ulsoor,3,1500.0,2.0,2.0,8333.333333333334,125.0
Super built-up  Area,18-May,Bommanahalli,3,1250.0,2.0,2.0,3400.0,42.5
Built-up  Area,18-Jul,"Maragondana Halli, kr puram, old madras road",2,1199.0,2.0,2.0,4170.141784820684,50.0
Super built-up  Area,Ready To Move,Hennur Road,2,1385.0,2.0,1.0,5999.27797833935,83.09
Plot  Area,Ready To Move,Dhanalakshmi Layout,6,1222.0,5.0,3.0,20458.265139116203,250.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1149.0,2.0,1.0,6527.415143603133,75.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,2180.0,3.0,2.0,7798.165137614679,170.0
Plot  Area,Ready To Move,TC Palaya,8,1200.0,7.0,1.0,9166.666666666666,110.0
Super built-up  Area,Ready To Move,Jp nagar 8th Phase .,10,12000.0,12.0,2.0,4375.0,525.0
Plot  Area,Ready To Move,Thurahalli,5,1200.0,5.0,0.0,16250.0,195.0
Super built-up  Area,Ready To Move,Hulimavu,3,1818.0,3.0,1.0,7425.742574257426,135.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2,1070.0,2.0,2.0,3084.11214953271,33.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1640.0,3.0,2.0,14695.121951219513,241.0
Built-up  Area,Ready To Move,Nagarbhavi,3,1350.0,2.0,2.0,4044.4444444444443,54.6
Built-up  Area,Ready To Move,Chandapura,2,630.0,1.0,1.0,4285.714285714285,27.0
Super built-up  Area,22-Jun,Hoodi,2,1430.0,2.0,2.0,7902.097902097902,113.0
Super built-up  Area,Ready To Move,Nagavara,3,2430.0,4.0,3.0,7407.407407407408,180.0
Plot  Area,Ready To Move,Nobo Nagar,6,1500.0,7.0,3.0,14666.666666666666,220.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1084.0,2.0,3.0,5073.8007380073805,55.0
Super built-up  Area,Ready To Move,Hennur Road,3,1186.0,2.0,1.0,4721.753794266442,56.0
Built-up  Area,Ready To Move,Kengeri,2,1255.0,2.0,2.0,3984.06374501992,50.0
Super built-up  Area,Ready To Move,Haralur Road,4,3400.0,5.0,3.0,7058.823529411765,240.0
Super built-up  Area,18-Dec,Hosa Road,3,1541.0,3.0,1.0,4532.121998702141,69.84
Super built-up  Area,Ready To Move,Iblur Village,4,3596.0,5.0,1.0,7842.046718576195,282.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1295.0,2.0,2.0,5405.405405405405,70.0
Built-up  Area,Ready To Move,Sanjeevini Nagar,3,2820.0,3.0,2.0,10106.382978723404,285.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1370.0,2.0,2.0,3999.2700729927005,54.79
Super built-up  Area,Ready To Move,Electronic City,2,1100.0,2.0,1.0,3636.3636363636365,40.0
Super built-up  Area,18-Apr,Hebbal,4,4772.0,6.0,2.0,10687.34283319363,510.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2,1370.0,2.0,1.0,12408.759124087592,170.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1370.0,2.0,1.0,3999.2700729927005,54.79
Super built-up  Area,Ready To Move,JP Nagar,2,1200.0,2.0,2.0,5166.666666666667,62.0
Plot  Area,Ready To Move,Gunjur,4,2000.0,3.0,0.0,4750.0,95.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,4,3500.0,4.0,2.0,8571.42857142857,300.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5,1200.0,4.0,3.0,20000.0,240.0
Plot  Area,Ready To Move,Kengeri,4,2400.0,5.0,2.0,10541.666666666666,253.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1220.0,3.0,2.0,5081.9672131147545,62.0
Built-up  Area,Ready To Move,Kanakapura Road,3,1950.0,3.0,2.0,6666.666666666667,130.0
Super built-up  Area,Ready To Move,Somasundara Palya,2,1178.0,2.0,3.0,6196.9439728353145,73.0
Super built-up  Area,Ready To Move,Dasanapura,3,1286.0,3.0,2.0,4777.604976671851,61.44
Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2.0,2.0,3620.689655172414,42.0
Super built-up  Area,Ready To Move,Jigani,2,918.0,2.0,2.0,5991.285403050109,55.0
Super built-up  Area,21-Dec,Electronic City,3,1563.0,3.0,2.0,5875.879718490083,91.84
Super built-up  Area,18-Nov,Govindpura,2,1326.0,2.0,1.0,4688.536953242836,62.17
Super built-up  Area,Ready To Move,3rd Block Jayanagar,3,1350.0,2.0,2.0,10370.37037037037,140.0
Super built-up  Area,17-Dec,Hebbal,4,3960.0,5.0,3.0,9747.474747474747,386.0
Super built-up  Area,Ready To Move,Begur Road,2,1240.0,2.0,2.0,3150.0,39.06
Super built-up  Area,Ready To Move,Kaggadasapura,2,1325.0,2.0,2.0,3773.5849056603774,50.0
Super built-up  Area,Ready To Move,Sonnenahalli,2,1100.0,2.0,1.0,4000.0,44.0
Super built-up  Area,Ready To Move,Cunningham Road,3,3875.0,3.0,2.0,20645.16129032258,800.0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1605.0,3.0,2.0,3115.264797507788,50.0
Super built-up  Area,Ready To Move,Hennur Road,5,5600.0,5.0,3.0,9196.42857142857,515.0
Super built-up  Area,Ready To Move,Somasundara Palya,2,1260.0,2.0,1.0,4761.9047619047615,60.0
Super built-up  Area,19-Dec,Hoodi,3,1553.0,3.0,2.0,5350.289761751449,83.09
Super built-up  Area,Ready To Move,Whitefield,2,1280.0,2.0,2.0,4062.5,52.0
Super built-up  Area,Ready To Move,Hebbal,3,1550.0,2.0,2.0,4838.709677419355,75.0
Super built-up  Area,Ready To Move,Arekere,3,1445.0,2.0,2.0,8650.519031141868,125.0
Super built-up  Area,Ready To Move,Murugeshpalya,3,1550.0,3.0,2.0,4774.193548387097,74.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1515.0,2.0,1.0,5340.59405940594,80.91
Super built-up  Area,19-Mar,Hosa Road,3,1332.0,2.0,1.0,6465.465465465465,86.12
Super built-up  Area,Ready To Move,Electronic City,3,1652.0,3.0,2.0,4237.28813559322,70.0
Super built-up  Area,Ready To Move,Hegde Nagar,3,1570.0,3.0,1.0,6687.898089171975,105.0
Plot  Area,Ready To Move,Sarjapur  Road,4,5400.0,4.0,3.0,13425.925925925925,725.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1,794.0,1.0,1.0,7556.675062972292,60.0
Plot  Area,Ready To Move,Seegehalli,3,1200.0,2.0,0.0,5166.666666666667,62.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,4,3600.0,3.0,2.0,11388.888888888889,410.0
Plot  Area,Ready To Move,Hosakerehalli,3,1200.0,3.0,2.0,14583.333333333334,175.0
Super built-up  Area,Ready To Move,JP Nagar,4,1650.0,3.0,1.0,13333.333333333334,220.0
Plot  Area,Ready To Move,Chandra Layout,4,600.0,2.0,1.0,14166.666666666666,85.0
Super built-up  Area,Ready To Move,HRBR Layout,3,2800.0,3.0,2.0,8928.57142857143,250.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1750.0,3.0,2.0,6285.714285714285,110.0
Built-up  Area,Ready To Move,Hebbal,2,1053.0,2.0,1.0,4558.404558404558,48.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,3,1665.0,3.0,3.0,4204.204204204204,70.0
Plot  Area,Ready To Move,Outer Ring Road East,4,4051.0,4.0,3.0,8516.415699827203,345.0
Plot  Area,Ready To Move,Malleshwaram,4,5500.0,5.0,1.0,27272.727272727272,1500.0
Built-up  Area,Ready To Move,Bommasandra,3,1447.0,3.0,2.0,5528.6800276434005,80.0
Built-up  Area,Ready To Move,Balagere,2,1012.0,2.0,1.0,7411.067193675889,75.0
Super built-up  Area,Ready To Move,Malleshpalya,3,1900.0,3.0,2.0,3157.8947368421054,60.0
Super built-up  Area,Ready To Move,Narayanapura,2,1308.0,2.0,2.0,7084.0978593272175,92.66
Super built-up  Area,Ready To Move,Green Glen Layout,4,3250.0,4.0,2.0,7076.923076923077,230.0
Super built-up  Area,Ready To Move,Hormavu,1,1351.0,2.0,1.0,3923.019985196151,53.0
Super built-up  Area,Ready To Move,Electronic City,2,1000.0,2.0,2.0,2200.0,22.0
Plot  Area,Ready To Move,J P Nagar 7th Phase Ramayya City,4,1200.0,4.0,2.0,29166.666666666668,350.0
Super built-up  Area,18-Aug,Gunjur,2,1140.0,2.0,2.0,4307.894736842105,49.11
Super built-up  Area,22-May,Jakkur,4,3181.0,4.0,0.0,8189.248663942157,260.5
Built-up  Area,Ready To Move,Uttarahalli,3,1250.0,2.0,1.0,4400.0,55.0
Super built-up  Area,Ready To Move,Kanakapura,3,1290.0,3.0,3.0,3500.0,45.15
Super built-up  Area,Ready To Move,Garudachar Palya,3,1320.0,2.0,2.0,4590.909090909091,60.6
Built-up  Area,Ready To Move,Akshaya Nagar,3,1662.0,3.0,2.0,5144.404332129964,85.5
Super built-up  Area,Ready To Move,Shanthala Nagar,5,8321.0,5.0,3.0,32448.02307414974,2700.0
Built-up  Area,Ready To Move,Koramangala,3,1975.0,3.0,2.0,10632.911392405063,210.0
Super built-up  Area,Ready To Move,Garudachar Palya,3,1295.0,2.0,2.0,4594.594594594595,59.5
Super built-up  Area,Ready To Move,Battarahalli,3,1777.0,3.0,2.0,5627.462014631401,100.0
Super built-up  Area,18-Apr,Kadugodi,3,1900.0,3.0,2.0,5684.210526315789,108.0
Super built-up  Area,17-Jul,Anandapura,3,1576.0,3.0,2.0,3750.0,59.1
Super built-up  Area,Ready To Move,Sompura,2,1020.0,2.0,3.0,4019.607843137255,41.0
Super built-up  Area,Ready To Move,Green Domain Layout,3,2100.0,3.0,3.0,8095.238095238095,170.0
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,1,648.0,1.0,1.0,4899.691358024691,31.75
Super built-up  Area,Ready To Move,Neeladri Nagar,3,1167.0,2.0,1.0,3256.212510711225,38.0
Plot  Area,Ready To Move,Vyalikaval,7,1000.0,7.0,3.0,16000.0,160.0
Super built-up  Area,Ready To Move,Hoodi,2,1220.0,2.0,2.0,4171.311475409836,50.89
Super built-up  Area,Ready To Move,Kogilu,3,2350.0,5.0,1.0,13914.893617021276,327.0
Super built-up  Area,Ready To Move,Vittasandra,2,1259.0,2.0,1.0,5353.455123113583,67.4
Built-up  Area,Ready To Move,Gottigere,4,2000.0,4.0,2.0,4100.0,82.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1800.0,3.0,1.0,4444.444444444444,80.0
Built-up  Area,Ready To Move,Cleveland Town,3,1991.0,3.0,2.0,8036.162732295329,160.0
Super built-up  Area,Ready To Move,Bannerghatta,3,1665.0,3.0,3.0,6606.606606606607,110.0
Built-up  Area,20-Dec,"Hoodi Circle,",2,1234.0,2.0,1.0,4943.273905996759,61.0
Super built-up  Area,Ready To Move,Mysore Road,3,1340.0,2.0,2.0,4799.253731343284,64.31
Super built-up  Area,Ready To Move,Banashankari,2,1170.0,2.0,2.0,3999.1452991452993,46.79
Built-up  Area,Ready To Move,Electronics City Phase 1,2,995.0,2.0,0.0,4623.115577889447,46.0
Super built-up  Area,Ready To Move,Old Airport Road,2,1075.0,2.0,2.0,5581.395348837209,60.0
Super built-up  Area,18-Apr,Electronic City,2,1025.0,2.0,1.0,5317.073170731707,54.5
Super built-up  Area,Ready To Move,Rachenahalli,3,2721.0,3.0,2.0,4152.884968761485,113.0
Super built-up  Area,Ready To Move,Thanisandra,3,2000.0,3.0,2.0,4950.0,99.0
Super built-up  Area,Ready To Move,Whitefield,4,2500.0,4.0,3.0,6200.0,155.0
Super built-up  Area,Ready To Move,Mallasandra,2,1325.0,2.0,2.0,5283.018867924528,70.0
Super built-up  Area,18-Apr,Kadugodi,2,1314.0,2.0,3.0,5190.258751902587,68.2
Super built-up  Area,21-Feb,Kanakpura Road,3,2265.0,3.0,2.0,6004.415011037528,136.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,7,4800.0,7.0,0.0,3541.6666666666665,170.0
Super built-up  Area,21-Dec,Yelahanka,2,1026.0,2.0,1.0,3996.101364522417,41.0
Built-up  Area,Ready To Move,Syndicate Bank Colony,3,1200.0,3.0,2.0,5500.0,66.0
Built-up  Area,Ready To Move,Kada Agrahara,3,2220.0,4.0,2.0,2927.927927927928,65.0
Super built-up  Area,18-Sep,KR Puram,2,1192.5,2.0,0.0,4295.17819706499,51.22
Super built-up  Area,18-Dec,Hebbal,2,1420.0,2.0,1.0,6999.295774647887,99.39
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1888.0,4.0,1.0,5031.779661016949,95.0
Super built-up  Area,18-May,JP Nagar,2,1300.0,2.0,1.0,6990.0,90.87
