area_type,availability,location,bhk,total_sqft,bath,balcony,price,latitude,longitude,distance_school_km,distance_hospital_km,distance_college_km,distance_bus_stop_km,distance_railway_station_km,distance_shopping_km,distance_bank_km,distance_park_km
Super built-up  Area,Ready To Move,Nagavara,3,2319.0,3.0,2.0,180.0,13.0374647,77.623602,0.5002868566302833,0.05806321775492063,0.4371541380807525,0.05727692839834952,3.5510610877686832,0.9504949063178022,0.7057710953510654,0.48371003024387105
Super built-up  Area,19-Jul,Kannamangala,3,1536.0,3.0,1.0,89.0,13.0154819,77.7631515,8.547306902879718,8.836050716027,9.089730904114202,8.595607502081695,9.421805614381364,8.621286560873864,9.066805691025186,8.509970231198924
Super built-up  Area,22-Jun,Hoodi,3,1850.0,3.0,2.0,146.0,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Super built-up  Area,Ready To Move,Marathahalli,3,1535.0,3.0,2.0,72.5,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Plot  Area,Ready To Move,Banashankari,4,2400.0,3.0,2.0,370.0,12.9278196,77.556621,0.11132538899596017,0.5084521558363807,0.6438243126936932,0.14816028961736918,2.3125768664660318,0.6345370830285484,0.517389469984271,0.28169805689913546
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1250.0,3.0,2.0,65.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1187.0,2.0,3.0,52.0,12.8658068,77.5911918,0.35160225792598515,0.8962946840071055,0.1257904822159696,0.06985893351805339,4.024084225424872,0.6995801685323361,0.7181445481523089,0.2721988761748449
Built-up  Area,Ready To Move,9th Phase JP Nagar,2,1164.0,2.0,1.0,56.0,12.9119148,77.5798871,0.26936846322579466,0.10089845663762421,0.2517206346650523,0.16380304872013168,0.7744389499785099,0.15124264620672434,0.12409308286108027,0.37314201959663995
Super built-up  Area,18-May,Electronic City Phase II,3,1395.0,2.0,1.0,62.78,12.8473999,77.6724452,0.40035376911605053,0.5613837597166842,0.2831581071444159,0.07134709950426539,0.17319033420839355,0.5275315373939784,0.7746556960710721,0.3115820676750147
Super built-up  Area,18-Jul,Arekere,3,2072.0,3.0,2.0,108.0,12.8872086,77.5960493,0.29741453796130196,0.5485864565653794,0.12257165517639337,0.08957287273138911,2.977571858052769,0.39479554372564796,0.18046759235113208,0.372330835325999
Super built-up  Area,Ready To Move,Kanakpura Road,3,1450.0,3.0,3.0,60.91,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1550.0,3.0,2.0,82.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,19-Dec,Hebbal,4,3067.0,4.0,3.0,230.0,13.0382184,77.5919,0.6663305616905927,0.4312661909280826,0.17286325144917672,0.3075766141578904,0.778769607325326,0.6186249219028057,0.44400793372543573,0.3618570896158307
Built-up  Area,Ready To Move,Kaggadasapura,3,1470.0,2.0,2.0,75.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Built-up  Area,Ready To Move,Hosur Road,3,1590.0,2.0,2.0,125.0,12.89339,77.6374009,0.2947802257625039,0.05847716663729139,1.0888261522799927,0.3699434111761691,0.43250683740528373,1.2868261524511229,0.5018089612760975,0.3533683802056732
Super built-up  Area,Ready To Move,Kanakpura Road,2,1050.0,2.0,1.0,36.75,12.8856913,77.5526564,0.17628447036741576,0.35909163872274674,0.4042700117462905,0.12475113167610605,0.1169952701600468,0.003670001069312825,0.3045554088015798,0.2819368110956199
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1306.0,2.0,1.0,55.91,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Built-up  Area,Ready To Move,Malleshwaram,3,2000.0,3.0,2.0,250.0,13.0027353,77.5703253,0.06869850496893412,0.23949305308364782,0.15889442328317963,0.09434804742875061,0.7781113621069643,0.10958869015145609,0.10851282407423421,0.015784245212288772
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1220.0,3.0,2.0,58.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Plot  Area,Ready To Move,Sarjapur,4,3190.0,3.0,1.0,160.0,12.9694037,77.5870258,0.4140344293043858,0.17534332167281053,0.1733188309069916,0.044365151798211905,0.6450195640072728,1.0183560977358488,0.1549724279444084,0.10827164743390591
Super built-up  Area,18-May,Ramagondanahalli,2,1215.0,2.0,1.0,51.26,12.9558969,77.7405826,6.434550869270817,6.7276265293785515,8.076632355774453,6.30579462940022,8.391221520616591,6.3880442422541845,6.393383167374449,6.5229423214498246
Built-up  Area,Ready To Move,Budigere,3,1920.0,2.0,1.0,88.0,13.1351506,77.7471989,6.857491164327816,8.108285918120092,8.915389404204918,7.533472050036478,11.386405331119738,8.329385531813823,8.90514886228406,6.876895037182255
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1390.0,2.0,2.0,60.0,12.9725581,77.692858,0.9705054833120795,1.3086394393256024,3.1443020992103397,1.2243044725478152,3.4573019782259022,1.240659393284359,1.2462908428730728,1.030266958375917
Super built-up  Area,21-Jul,Hoodi,2,1196.0,2.0,0.0,71.74,12.9959233,77.7192796,3.968067029375973,4.116042408297886,4.298013166570477,3.842301401686386,4.529858148686578,4.205761891466096,4.319145756336854,3.8558071973132604
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1550.0,2.0,2.0,75.0,12.9297282,77.6004731,0.227682492822056,0.2141869043379752,0.3268641890508212,0.25716286076402295,1.4462660682636277,0.09922072311472795,0.13648771371862478,0.2530571260551363
Super built-up  Area,Ready To Move,Thigalarapalya,2,1418.0,2.0,2.0,101.0,13.0170955,77.4829741,1.2702838325120105,1.076858134135609,1.5256033785911676,0.0,3.8735707528765433,1.1335815514370355,2.3869025376412143,0.8080329203529621
Built-up  Area,Ready To Move,KR Puram,2,1115.0,2.0,2.0,33.45,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,Ready To Move,Anekal,2,1035.0,2.0,2.0,38.3,12.7836552,77.7461411,7.903973152736459,8.704030612976865,8.727390226086387,8.269831932247538,8.647313524970965,9.905014781823695,7.5583524147045456,6.786358488950553
Super built-up  Area,Ready To Move,Singasandra,3,1306.0,2.0,2.0,58.0,12.8787382,77.642089,0.4935818479116164,0.37206118173632474,2.4905087278250693,0.48239203128652103,0.37783399756034486,0.4137609338043257,0.42589978386321153,0.5477106034785565
Super built-up  Area,18-Dec,Kengeri,2,750.0,2.0,2.0,22.0,12.9176571,77.4837568,0.45039213729003325,0.3716515779442138,0.36458084977373917,0.1561736051713814,0.0,0.7852955849738819,0.19667984711288022,0.2382868704986397
Super built-up  Area,Ready To Move,Thanisandra,3,1917.0,3.0,3.0,122.0,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,Ready To Move,Kaggadasapura,3,1615.0,3.0,3.0,58.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,Ready To Move,Marathahalli,2,1071.0,2.0,2.0,52.25,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Super built-up  Area,Ready To Move,Koramangala,2,1325.0,2.0,2.0,119.0,12.9357366,77.624081,0.2675297796359485,0.20332661142379993,0.39323713217912043,0.11653633393097329,2.1637181977930284,0.11300208101065098,0.10598445702224675,0.25588066266174647
Plot  Area,Ready To Move,Malleshwaram,7,3000.0,4.0,2.0,900.0,13.0027353,77.5703253,0.06869850496893412,0.23949305308364782,0.15889442328317963,0.09434804742875061,0.7781113621069643,0.10958869015145609,0.10851282407423421,0.015784245212288772
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,1400.0,2.0,1.0,88.0,12.9010682,77.5859397,0.10741002827396735,0.324950281884601,1.0913066359774524,0.0,1.5606919415940046,0.10125921993976947,0.003826154327605888,0.5642989789766067
Super built-up  Area,21-Jan,Tumkur Road,2,1246.0,2.0,1.0,82.0,13.0161949,77.556284,0.3244802133234815,0.2125187232233969,0.40861216807700335,0.27130903243421295,0.302386063219039,0.5097146840054495,0.3486139831595157,0.16437588626249874
Built-up  Area,Ready To Move,Sarjapur,2,1215.0,2.0,0.0,40.0,12.9694037,77.5870258,0.4140344293043858,0.17534332167281053,0.1733188309069916,0.044365151798211905,0.6450195640072728,1.0183560977358488,0.1549724279444084,0.10827164743390591
Built-up  Area,Ready To Move,Kaval Byrasandra,2,945.0,2.0,2.0,50.0,13.0200235,77.6092887,0.9299381922450586,0.2754779248772831,0.7545789789785706,0.173519510951209,2.317066571441928,0.39199163094468115,0.7104077928737567,0.7538129388726066
Super built-up  Area,Ready To Move,Whitefield,2,920.0,2.0,1.0,63.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Hosakerehalli,4,3024.0,5.0,1.0,350.0,12.9299371,77.5374237,0.333003322049917,0.423041646360651,0.6964530472827726,0.19244028692129084,1.865857862706836,1.4579206559903577,0.4852579238674087,0.5258031823348965
Super built-up  Area,Ready To Move,Ardendale,3,1750.0,3.0,3.0,100.0,13.0261749,77.766388,8.966883029513747,9.413580555254228,9.558433309815138,8.9475180334658,10.045771677247197,8.97479142850264,9.547765674060985,8.951767625630062
Super built-up  Area,Ready To Move,Uttarahalli,3,1425.0,2.0,2.0,64.0,12.9055682,77.5455438,0.22746733735745564,0.1797218010389305,0.30548424659670886,0.16944100445149374,2.4544857509356146,0.1655727908954121,0.16221229454459354,0.5454936070028436
Super built-up  Area,20-Dec,Whitefield,2,1165.0,2.0,1.0,40.5,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Kaggadasapura,2,1050.0,2.0,2.0,48.0,12.9812262,77.6745845,0.25040930616380375,0.5937606124352723,1.9165328535970072,0.5136258206318698,1.824967147457245,0.2786620595964482,0.48564072460723146,0.35850564426523657
Super built-up  Area,18-Apr,Electronic City,3,1374.0,2.0,1.0,72.0,12.8487599,77.648253,0.5497991746986419,0.4916467009997202,1.5462686960154677,0.7279636356231086,1.8660237815271066,0.6179376598195507,0.8996071490946965,0.7963196474814284
Super built-up  Area,Ready To Move,Harlur,3,1754.0,3.0,2.0,124.0,12.9058923,77.675465,0.8953871776661144,0.1502020767947646,1.1374580254772728,0.1232812149298509,4.311545495149283,0.30072485042012304,0.13516111564385733,0.37364082631569284
Super built-up  Area,Ready To Move,Kothanur,3,1847.0,3.0,2.0,110.0,12.8701259,77.5820178,0.13623203774081574,1.2046900818962247,0.7331466380014178,0.12556529125819263,2.9646698856989215,0.6050855243904807,0.18612212320455201,0.4769488643027855
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1850.0,4.0,3.0,139.0,12.9798531,77.7541055,7.618844472465422,7.773037322706422,8.308337806631547,7.8331780031600395,8.576529376039321,7.853494890178794,7.8968969275397125,7.604519359312771
Built-up  Area,18-Dec,Bommasandra Industrial Area,3,1400.0,2.0,1.0,40.44,12.8137512,77.6953367,1.9294793255595617,2.269153746285885,2.4479790779187183,1.867858228008593,2.275733435450269,3.687006371351602,1.2672382586075859,2.552334779631604
Super built-up  Area,21-Dec,Thanisandra,1,693.0,1.0,1.0,34.3,13.0522499,77.6316152,0.410363084773661,0.24472908327671847,1.2778236931980078,0.04791163141704419,5.0312996369841585,0.5416996553189029,0.2606092527009326,0.8542118193167441
Super built-up  Area,21-May,Dairy Circle,3,1980.0,3.0,2.0,224.0,12.9371279,77.6017492,0.2332795823899115,0.39695107160792126,0.19405144896290025,0.0454691923866278,2.276247823754931,0.3658333724425699,0.14594580811693997,0.5061610241399943
Super built-up  Area,Ready To Move,KR Puram,2,1021.0,2.0,1.0,48.0,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,Ready To Move,Thigalarapalya,2,1165.0,2.0,2.0,95.0,13.0170955,77.4829741,1.2702838325120105,1.076858134135609,1.5256033785911676,0.0,3.8735707528765433,1.1335815514370355,2.3869025376412143,0.8080329203529621
Super built-up  Area,19-Mar,Horamavu Agara,3,1756.0,3.0,2.0,92.0,13.037817,77.6504617,0.3442813017652607,0.8518749091307614,0.7178634840434293,0.0,3.181734190535133,1.2635865830508595,1.3163816747351718,0.5572729207284804
Super built-up  Area,Ready To Move,Varthur,2,1280.0,2.0,2.0,65.0,12.9406508,77.746988,7.1165137771058795,7.725574827253189,8.577738752188166,7.164491801961881,9.991247635301107,7.341112357930915,7.505394732888036,6.914817391835138
Super built-up  Area,Ready To Move,Marathahalli,2,1215.0,2.0,2.0,58.86,12.9552572,77.6984163,1.9763180952706894,2.681284746231662,3.7308055503773776,1.736714038869248,5.449555244178608,2.154539436767148,2.0406405171205395,2.7084301339945736
Built-up  Area,Ready To Move,Kengeri,3,1082.0,2.0,1.0,49.0,12.9176571,77.4837568,0.45039213729003325,0.3716515779442138,0.36458084977373917,0.1561736051713814,0.0,0.7852955849738819,0.19667984711288022,0.2382868704986397
Super built-up  Area,Ready To Move,Devanahalli,2,1080.0,2.0,0.0,53.35,13.2483502,77.7134377,6.549289984507282,12.533317570955434,7.979237635066678,4.490923337380172,5.817949607294197,12.97545642311843,9.722288303693707,4.62723928490463
Super built-up  Area,Ready To Move,Arekere,2,1100.0,2.0,2.0,55.0,12.8872086,77.5960493,0.29741453796130196,0.5485864565653794,0.12257165517639337,0.08957287273138911,2.977571858052769,0.39479554372564796,0.18046759235113208,0.372330835325999
Plot  Area,Ready To Move,Ardendale,4,3200.0,4.0,1.0,205.0,13.0261749,77.766388,8.966883029513747,9.413580555254228,9.558433309815138,8.9475180334658,10.045771677247197,8.97479142850264,9.547765674060985,8.951767625630062
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1311.0,2.0,1.0,78.0,12.9244884,77.6451418,0.550051530065824,0.333797017285714,0.921470087972465,0.22889400708913904,2.5438481077094526,0.9092269164168125,0.21954106064659112,0.507928990278245
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1608.0,3.0,1.0,67.98,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2.0,2.0,36.0,12.8742536,77.6260073,0.056474013661095786,0.42613645236084396,1.2242752532612462,0.042690067125164245,2.168566959736553,1.005964049081042,1.0703175257166109,0.8167247915167783
Super built-up  Area,Ready To Move,Whitefield,2,1170.0,2.0,1.0,71.0,12.9957428,77.7579489,8.047841198757988,8.249512015392456,8.485854483351693,8.03198876835407,8.710151023951205,8.388561146721056,8.502612294785141,8.0445060765956
Super built-up  Area,Ready To Move,Kengeri,2,1155.0,2.0,2.0,40.6,12.9176571,77.4837568,0.45039213729003325,0.3716515779442138,0.36458084977373917,0.1561736051713814,0.0,0.7852955849738819,0.19667984711288022,0.2382868704986397
Super built-up  Area,18-Dec,Hebbal,3,1255.0,2.0,1.0,77.68,13.0382184,77.5919,0.6663305616905927,0.4312661909280826,0.17286325144917672,0.3075766141578904,0.778769607325326,0.6186249219028057,0.44400793372543573,0.3618570896158307
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1936.0,4.0,2.0,126.0,12.9798531,77.7541055,7.618844472465422,7.773037322706422,8.308337806631547,7.8331780031600395,8.576529376039321,7.853494890178794,7.8968969275397125,7.604519359312771
Super built-up  Area,Ready To Move,Ramagondanahalli,3,2257.0,4.0,2.0,157.0,12.9558969,77.7405826,6.434550869270817,6.7276265293785515,8.076632355774453,6.30579462940022,8.391221520616591,6.3880442422541845,6.393383167374449,6.5229423214498246
Super built-up  Area,Ready To Move,Nagarbhavi,2,1055.0,2.0,2.0,55.0,12.9512353,77.519054,0.5285359673626663,0.7077068413276778,0.14494401505787738,0.17902192398217914,1.1264792372564973,1.0952339235176647,0.5121896588626763,0.03691787206038448
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1530.0,3.0,3.0,51.87,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1575.0,2.0,2.0,78.0,12.932582,77.5162034,0.55141764263489,0.15949758983060472,0.3153902703440196,0.0,0.5196414154288266,0.37262180652094556,0.0627447688314718,0.32093423827490225
Super built-up  Area,Ready To Move,KR Puram,3,1559.0,3.0,0.0,69.315,13.007516,77.695935,1.2201530141145123,1.5055625850146075,1.8780982280763554,1.3646150897873357,2.1523488878142842,1.9625226810841176,1.8263135572231324,1.462838659212262
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,1043.0,2.0,2.0,65.0,12.9229728,77.4842926,0.5062297808577367,0.19799795420148733,0.8896133615391597,0.13004628098036985,0.5939245225932075,0.211344711423997,0.09949190550009841,0.11638266008441121
Super built-up  Area,Ready To Move,Hennur,2,1255.0,2.0,2.0,53.5,13.037077,77.6413572,0.14874129398302907,0.04492682086031416,0.23319207484531648,0.05531977452289099,3.642483346871783,0.5847935442748251,0.4832469476201837,1.1840175936744264
Super built-up  Area,18-Mar,JP Nagar,2,1352.5,2.0,0.0,93.865,12.9096941,77.5866067,0.16035411523574308,0.2573284703859671,0.6240226398569916,0.08859961946163356,0.8416416997210688,0.40969571402324384,0.3537443267224046,0.12371296766041949
Super built-up  Area,18-Dec,Chandapura,1,590.0,1.0,0.0,13.57,12.8009043,77.7114908,4.187803021635377,4.529026687262563,4.65683198650339,4.12216693565785,4.5216455356000615,5.882897112778362,3.3406121976309606,3.5626602699561047
